Frequency_Ch1,Ch1,Frequency_Ch2,Ch2
102.272727272727,87.7006887521226,102.272727272727,88.3317977076372
107.954545454545,86.9428587030455,107.954545454545,87.5952604459307
113.636363636364,86.1238248309146,113.636363636364,86.793929535632
119.318181818182,84.7817283352103,119.318181818182,85.5265458677258
125.0,83.6615328527566,125.0,84.4609658681355
130.681818181818,82.958108186273,130.681818181818,83.8160187654427
136.363636363636,82.0774886760899,136.363636363636,83.0174903216007
142.045454545455,80.5673517502952,142.045454545455,81.6347648126112
147.727272727273,79.2003239741854,147.727272727273,80.3955463015366
153.409090909091,79.17037200438,153.409090909091,80.3234231865889
159.090909090909,79.4596655764283,159.090909090909,80.5382971822179
164.772727272727,78.9632034930662,164.772727272727,80.069848512157
170.454545454545,77.5882560867268,170.454545454545,78.8376035895432
176.136363636364,76.7110915314224,176.136363636364,78.0344056303785
181.818181818182,76.7231064169069,181.818181818182,78.0219495242493
187.5,76.7433945986365,187.5,77.9998912155867
193.181818181818,76.066228883332,193.181818181818,77.3833176231803
198.863636363636,75.6662612723571,198.863636363636,76.9929667560989
204.545454545455,75.970912207787,204.545454545455,77.1844164371773
210.227272727273,76.3189189331874,210.227272727273,77.3760847310935
215.909090909091,75.8149988913034,215.909090909091,76.8495009748516
221.590909090909,75.0264407287885,221.590909090909,76.0537658500501
227.272727272727,74.8306048564428,227.272727272727,75.8131142729257
232.954545454545,75.054761642619,232.954545454545,75.8302223264813
238.636363636364,74.8040228130547,238.636363636364,75.283646073716
244.318181818182,74.0706402289188,244.318181818182,74.3722156819353
250.0,73.9403148209688,250.0,74.5083337372764
255.681818181818,76.2653882089814,255.681818181818,77.7875663837408
261.363636363636,77.8429949922092,261.363636363636,79.2550571681809
267.045454545455,78.0136292872364,267.045454545455,78.7036119021257
272.727272727273,78.0661070437263,272.727272727273,78.3762005951782
278.409090909091,78.1717647282509,278.409090909091,78.3265142102374
284.090909090909,78.1514114206251,284.090909090909,78.0661767859368
289.772727272727,77.7924661063469,289.772727272727,77.497439289497
295.454545454545,77.4583668672168,295.454545454545,76.896331924831
301.136363636364,77.3409162949289,301.136363636364,76.4571669882024
306.818181818182,77.4205471863324,306.818181818182,76.5025582133837
312.5,77.5526131631584,312.5,77.2629573449129
318.181818181818,77.7880348730536,318.181818181818,78.1912630884858
323.863636363636,77.9627456510607,323.863636363636,78.5979491319222
329.545454545455,78.0456341914709,329.545454545455,78.7562331633033
335.227272727273,77.9830365203622,335.227272727273,78.9262326069344
340.909090909091,77.8719727632435,340.909090909091,79.6266870660768
346.590909090909,77.8363140733415,346.590909090909,80.7020283921124
352.272727272727,77.7435546274866,352.272727272727,81.520805236045
357.954545454545,77.4458950375546,357.954545454545,81.6981916083058
363.636363636364,77.1101522656285,363.636363636364,81.5692890527192
369.318181818182,76.9087481158137,369.318181818182,81.391742350786
375.0,77.2382674159334,375.0,81.1862242587478
380.681818181818,77.9558236819167,380.681818181818,80.8911591596006
386.363636363636,78.4125349300039,386.363636363636,80.6389264212713
392.045454545455,78.7781211123756,392.045454545455,80.4849689070457
397.727272727273,79.1979728891348,397.727272727273,80.4029664757255
403.409090909091,87.5401744837593,403.409090909091,88.3224327102921
409.090909090909,87.8517162420284,409.090909090909,88.2360777852736
414.772727272727,87.8558325585939,414.772727272727,88.1816081052655
420.454545454545,87.7580542414465,420.454545454545,88.1300915850209
426.136363636364,87.653999550182,426.136363636364,88.0716864769163
431.818181818182,87.5616113710977,431.818181818182,88.0286430199677
437.5,87.4706840084455,437.5,87.9961604828048
443.181818181818,87.3902704704772,443.181818181818,87.9544641597338
448.863636363636,87.2852413141939,448.863636363636,87.8939486849331
454.545454545455,87.1967592635651,454.545454545455,87.8385152370294
460.227272727273,87.1353788771032,460.227272727273,87.8041665704361
465.909090909091,87.0860645119839,465.909090909091,87.7828435012205
471.590909090909,87.0290261626708,471.590909090909,87.7443872418072
477.272727272727,86.9678830986937,477.272727272727,87.7117001731279
482.954545454545,86.9080428548636,482.954545454545,87.6526660098072
488.636363636364,86.8441410861824,488.636363636364,87.5952063543677
494.318181818182,86.792155474074,494.318181818182,87.5562323483322
500.0,86.7559504524696,500.0,87.5218105387678
505.681818181818,86.7275821542738,505.681818181818,87.4888815274347
511.363636363636,86.6810946449062,511.363636363636,87.432642443314
517.045454545455,86.6278734465918,517.045454545455,87.3637007222364
522.727272727273,86.5714637470725,522.727272727273,87.3003864808704
528.409090909091,86.5388350786214,528.409090909091,87.2521955631501
534.090909090909,86.5098422814336,534.090909090909,87.2413283660209
539.772727272727,86.4805711544896,539.772727272727,87.2672502288179
545.454545454545,86.4297560960817,545.454545454545,87.3365035791049
551.136363636364,86.3647310951066,551.136363636364,87.3946047634356
556.818181818182,86.3022737590121,556.818181818182,87.4000498770561
562.5,86.2587867985858,562.5,87.3810072783033
568.181818181818,86.2289995726363,568.181818181818,87.3508774506819
573.863636363636,86.2038873042306,573.863636363636,87.3166700655598
579.545454545455,86.1530128785756,579.545454545455,87.2707902218608
585.227272727273,86.0988197016627,585.227272727273,87.2148688445867
590.909090909091,86.0520863381401,590.909090909091,87.1578536906155
596.590909090909,86.0128466714369,596.590909090909,87.121278099404
602.272727272727,85.9939236680202,602.272727272727,87.0960710806145
607.954545454545,85.9778145711502,607.954545454545,87.081495807095
613.636363636364,85.9670358094028,613.636363636364,87.0665617178384
619.318181818182,85.961338230073,619.318181818182,87.0564177420577
625.0,85.9689703317977,625.0,87.0531686398263
630.681818181818,85.9930199505619,630.681818181818,87.0686712358939
636.363636363636,86.0314167877964,636.363636363636,87.0869407670715
642.045454545455,86.0545472311441,642.045454545455,87.0790670867348
647.727272727273,86.0547096828908,647.727272727273,87.0526341644907
653.409090909091,86.0434706499031,653.409090909091,87.0138744017816
659.090909090909,86.0342435302995,659.090909090909,86.9845135300691
664.772727272727,86.0359179854882,664.772727272727,86.9688877368863
670.454545454545,86.0381808305992,670.454545454545,86.9736692859117
676.136363636364,86.0340117806274,676.136363636364,86.9851022017355
681.818181818182,86.0133045329693,681.818181818182,86.9962014001143
687.5,85.9760755484843,687.5,87.0016907775927
693.181818181818,85.9266864950688,693.181818181818,87.0172429217909
698.863636363636,85.8911434955485,698.863636363636,87.0446204789945
704.545454545455,85.876518781145,704.545454545455,87.0783779378911
710.227272727273,85.8873234605101,710.227272727273,87.0930119730402
715.909090909091,85.9090722049211,715.909090909091,87.0888293899379
721.590909090909,85.9516957581859,721.590909090909,87.0605896844637
727.272727272727,85.9972328789221,727.272727272727,87.0222061082605
732.954545454545,86.0365724086229,732.954545454545,86.9922076136058
738.636363636364,86.0520936440426,738.636363636364,86.9666563536158
744.318181818182,86.0452634626076,744.318181818182,86.9283012601959
750.0,86.009343139483,750.0,86.8849676601685
755.681818181818,85.9516636439845,755.681818181818,86.8205747643314
761.363636363636,85.8962579929034,761.363636363636,86.7641151470321
767.045454545455,85.8486669195423,767.045454545455,86.7156054733747
772.727272727273,85.8102778173528,772.727272727273,86.6703539609399
778.409090909091,85.7684381630689,778.409090909091,86.6219437893878
784.090909090909,85.7211144394284,784.090909090909,86.5618409377894
789.772727272727,85.6713126258113,789.772727272727,86.4926597298427
795.454545454545,85.6263128692904,795.454545454545,86.4245720876275
801.136363636364,85.5995786677383,801.136363636364,86.3692934529546
806.818181818182,85.5684702938376,806.818181818182,86.3318620733161
812.5,85.538311253981,812.5,86.2902398704594
818.181818181818,85.494037686619,818.181818181818,86.2463656057099
823.863636363636,85.4555628488356,823.863636363636,86.2100960334402
829.545454545455,85.4152038206621,829.545454545455,86.1925155891505
835.227272727273,85.3930572285529,835.227272727273,86.199569141499
840.909090909091,85.3771396430296,840.909090909091,86.228494392499
846.590909090909,85.3532650595107,846.590909090909,86.2604181181284
852.272727272727,85.3204241956367,852.272727272727,86.299961149085
857.954545454545,85.2789058781057,857.954545454545,86.3240960990402
863.636363636364,85.2317052385433,863.636363636364,86.3531636556055
869.318181818182,85.2107973325061,869.318181818182,86.3925936948506
875.0,85.1854197226697,875.0,86.429822191021
880.681818181818,85.1618209296988,880.681818181818,86.4627510053609
886.363636363636,85.1223901472618,886.363636363636,86.4735649049808
892.045454545455,85.0779163371455,892.045454545455,86.4832492615586
897.727272727273,85.0473824325508,897.727272727273,86.4900499213267
903.409090909091,85.0173857991221,903.409090909091,86.4945136607725
909.090909090909,84.9943142838424,909.090909090909,86.5075180952647
914.772727272727,84.9640369904165,914.772727272727,86.4995179720581
920.454545454545,84.9226703635255,920.454545454545,86.4848220433051
926.136363636364,84.8844331303502,926.136363636364,86.467406607217
931.818181818182,84.8511073241606,931.818181818182,86.4561953147183
937.5,84.8263588209272,937.5,86.4498239948441
943.181818181818,84.8107838567397,943.181818181818,86.444357207609
948.863636363636,84.7909609924562,948.863636363636,86.4355519495812
954.545454545455,84.766531460524,954.545454545455,86.4207342359368
960.227272727273,84.740052189152,960.227272727273,86.3971582744607
965.909090909091,84.7238727132647,965.909090909091,86.3773557447275
971.590909090909,84.7265949111258,971.590909090909,86.367531455855
977.272727272727,84.7322673366699,977.272727272727,86.3554616585148
982.954545454545,84.7431777161031,982.954545454545,86.3441838425451
988.636363636364,84.7488555474013,988.636363636364,86.3127954345436
994.318181818182,84.7574935478754,994.318181818182,86.2796784597194
1000.0,84.7828919005734,1000.0,86.255489587257
1005.68181818182,84.8227420800199,1005.68181818182,86.2338176946133
1011.36363636364,84.8691010322081,1011.36363636364,86.2155100852037
1017.04545454545,84.9030780734882,1017.04545454545,86.1866213965357
1022.72727272727,84.9286403417134,1022.72727272727,86.1572453994233
1028.40909090909,84.9587075929238,1028.40909090909,86.1274273978057
1034.09090909091,84.9729686803503,1034.09090909091,86.1042742217876
1039.77272727273,84.9971287710408,1039.77272727273,86.0893455201305
1045.45454545455,85.0103719902812,1045.45454545455,86.0717016643771
1051.13636363636,85.012424875855,1051.13636363636,86.0471207391563
1056.81818181818,84.9936144267239,1056.81818181818,86.0145957953608
1062.5,84.9678996983094,1062.5,85.9774142798047
1068.18181818182,84.9461069083927,1068.18181818182,85.941848258338
1073.86363636364,84.9289979721295,1073.86363636364,85.9142744698713
1079.54545454545,84.903725375225,1079.54545454545,85.8878790263354
1085.22727272727,84.8767324318344,1085.22727272727,85.8633512132016
1090.90909090909,84.8449523876589,1090.90909090909,85.8268869993209
1096.59090909091,84.804463264852,1096.59090909091,85.8007100429316
1102.27272727273,84.7827465114662,1102.27272727273,85.7814764240489
1107.95454545455,84.7720920176479,1107.95454545455,85.7734963387182
1113.63636363636,84.7516141670914,1113.63636363636,85.763102783872
1119.31818181818,84.7287228279787,1119.31818181818,85.7357500817638
1125.0,84.6886621068934,1125.0,85.7121300721458
1130.68181818182,84.6560905017234,1130.68181818182,85.6909930508236
1136.36363636364,84.633534853937,1136.36363636364,85.6746114310171
1142.04545454545,84.612937711198,1142.04545454545,85.6670707580096
1147.72727272727,84.5890438485804,1147.72727272727,85.661273594742
1153.40909090909,84.5688468375971,1153.40909090909,85.6485427047741
1159.09090909091,84.534975355331,1159.09090909091,85.6321224629936
1164.77272727273,84.5014250723871,1164.77272727273,85.6166365293127
1170.45454545455,84.4758296581301,1170.45454545455,85.606995140136
1176.13636363636,84.4644490621468,1176.13636363636,85.6090075401379
1181.81818181818,84.4483306832704,1181.81818181818,85.6067743649793
1187.5,84.4286511965327,1187.5,85.5938963635764
1193.18181818182,84.3959211498281,1193.18181818182,85.5749208954602
1198.86363636364,84.3683154749233,1198.86363636364,85.5597938472061
1204.54545454545,84.3487282233667,1204.54545454545,85.5468739556725
1210.22727272727,84.3384909376331,1210.22727272727,85.5428086517102
