Frequency,Ch1_Upper,Ch1_Lower,Ch2_Upper,Ch2_Lower
22.7272727272727,,,,
28.4090909090909,,,,
34.0909090909091,,,,
39.7727272727273,,,,
45.4545454545455,,,,
51.1363636363636,,,,
56.8181818181818,,,,
62.5,,,,
68.1818181818182,,,,
73.8636363636364,,,,
79.5454545454545,,,,
85.2272727272727,,,,
90.9090909090909,,,,
96.5909090909091,,,,
102.272727272727,107.6783212064546,87.6783212064546,107.6783212064546,87.6783212064546
107.954545454545,106.9620732947169,86.9620732947169,106.9620732947169,86.9620732947169
113.636363636364,106.0970312618786,86.0970312618786,106.0970312618786,86.0970312618786
119.318181818182,104.7965414957144,84.7965414957144,104.7965414957144,84.7965414957144
125.0,103.655776623485,83.655776623485,103.655776623485,83.655776623485
130.681818181818,102.9706022093903,82.9706022093903,102.9706022093903,82.9706022093903
136.363636363636,102.075133211889,82.075133211889,102.075133211889,82.075133211889
142.045454545455,100.5679046962065,80.5679046962065,100.5679046962065,80.5679046962065
147.727272727273,99.1957282511156,79.1957282511156,99.1957282511156,79.1957282511156
153.409090909091,99.1541518782538,79.1541518782538,99.1541518782538,79.1541518782538
159.090909090909,99.469730193105,79.469730193105,99.469730193105,79.469730193105
164.772727272727,98.9504563621823,78.9504563621823,98.9504563621823,78.9504563621823
170.454545454545,97.6157630346298,77.6157630346298,97.6157630346298,77.6157630346298
176.136363636364,96.6763110695046,76.6763110695046,96.6763110695046,76.6763110695046
181.818181818182,96.7339739757736,76.7339739757736,96.7339739757736,76.7339739757736
187.5,96.7231785733991,76.7231785733991,96.7231785733991,76.7231785733991
193.181818181818,96.0968671553689,76.0968671553689,96.0968671553689,76.0968671553689
198.863636363636,95.6272451579232,75.6272451579232,95.6272451579232,75.6272451579232
204.545454545455,95.9848729456372,75.9848729456372,95.9848729456372,75.9848729456372
210.227272727273,96.2985918263094,76.2985918263094,96.2985918263094,76.2985918263094
215.909090909091,95.8290857445367,75.8290857445367,95.8290857445367,75.8290857445367
221.590909090909,95.0153563288004,75.0153563288004,95.0153563288004,75.0153563288004
227.272727272727,94.8020091856907,74.8020091856907,94.8020091856907,74.8020091856907
232.954545454545,95.0683734090912,75.0683734090912,95.0683734090912,75.0683734090912
238.636363636364,94.7885214152797,74.7885214152797,94.7885214152797,74.7885214152797
244.318181818182,94.065592752101,74.065592752101,94.065592752101,74.065592752101
250.0,93.9831600311073,73.9831600311073,93.9831600311073,73.9831600311073
255.681818181818,96.3690007869764,76.3690007869764,96.3690007869764,76.3690007869764
261.363636363636,97.8729685904615,77.8729685904615,97.8729685904615,77.8729685904615
267.045454545455,98.0317327159216,78.0317327159216,98.0317327159216,78.0317327159216
272.727272727273,98.0402804800353,78.0402804800353,98.0402804800353,78.0402804800353
278.409090909091,98.1825981351015,78.1825981351015,98.1825981351015,78.1825981351015
284.090909090909,98.1393565721314,78.1393565721314,98.1393565721314,78.1393565721314
289.772727272727,97.799406304001,77.799406304001,97.799406304001,77.799406304001
295.454545454545,97.4451695305366,77.4451695305366,97.4451695305366,77.4451695305366
301.136363636364,97.3537178356136,77.3537178356136,97.3537178356136,77.3537178356136
306.818181818182,97.4134607161327,77.4134607161327,97.4134607161327,77.4134607161327
312.5,97.559454402771,77.559454402771,97.559454402771,77.559454402771
318.181818181818,97.788654804408,77.788654804408,97.788654804408,77.788654804408
323.863636363636,97.9624563962024,77.9624563962024,97.9624563962024,77.9624563962024
329.545454545455,98.0359715077818,78.0359715077818,98.0359715077818,78.0359715077818
335.227272727273,97.9776957421791,77.9776957421791,97.9776957421791,77.9776957421791
340.909090909091,97.8776884897123,77.8776884897123,97.8776884897123,77.8776884897123
346.590909090909,97.8469248034524,77.8469248034524,97.8469248034524,77.8469248034524
352.272727272727,97.7470935428288,77.7470935428288,97.7470935428288,77.7470935428288
357.954545454545,97.4297375477222,77.4297375477222,97.4297375477222,77.4297375477222
363.636363636364,97.0772430092023,77.0772430092023,97.0772430092023,77.0772430092023
369.318181818182,96.915475863903,76.915475863903,96.915475863903,76.915475863903
375.0,97.2526040684007,77.2526040684007,97.2526040684007,77.2526040684007
380.681818181818,97.9743138449119,77.9743138449119,97.9743138449119,77.9743138449119
386.363636363636,98.416393611977,78.416393611977,98.416393611977,78.416393611977
392.045454545455,98.7851358587917,78.7851358587917,98.7851358587917,78.7851358587917
397.727272727273,99.200237429339,79.200237429339,99.200237429339,79.200237429339
403.409090909091,91.5260995932353,87.5260995932353,91.5260995932353,87.5260995932353
409.090909090909,91.8656630665463,87.8656630665463,91.8656630665463,87.8656630665463
414.772727272727,91.8484600553647,87.8484600553647,91.8484600553647,87.8484600553647
420.454545454545,91.7650262371008,87.7650262371008,91.7650262371008,87.7650262371008
426.136363636364,91.6506475508824,87.6506475508824,91.6506475508824,87.6506475508824
431.818181818182,91.5684682650676,87.5684682650676,91.5684682650676,87.5684682650676
437.5,91.4730915301897,87.4730915301897,91.4730915301897,87.4730915301897
443.181818181818,91.3965466541721,87.3965466541721,91.3965466541721,87.3965466541721
448.863636363636,91.2875892007773,87.2875892007773,91.2875892007773,87.2875892007773
454.545454545455,91.1982538940822,87.1982538940822,91.1982538940822,87.1982538940822
460.227272727273,91.130970267567,87.130970267567,91.130970267567,87.130970267567
465.909090909091,91.0873768177691,87.0873768177691,91.0873768177691,87.0873768177691
471.590909090909,91.0276871148618,87.0276871148618,91.0276871148618,87.0276871148618
477.272727272727,90.9688016941809,86.9688016941809,90.9688016941809,86.9688016941809
482.954545454545,90.9064308915689,86.9064308915689,90.9064308915689,86.9064308915689
488.636363636364,90.8505341495296,86.8505341495296,90.8505341495296,86.8505341495296
494.318181818182,90.7920345657992,86.7920345657992,90.7920345657992,86.7920345657992
500.0,90.7573335888786,86.7573335888786,90.7573335888786,86.7573335888786
505.681818181818,90.7243626488387,86.7243626488387,90.7243626488387,86.7243626488387
511.363636363636,90.6838802333426,86.6838802333426,90.6838802333426,86.6838802333426
517.045454545455,90.6258120997463,86.6258120997463,90.6258120997463,86.6258120997463
522.727272727273,90.5722328154941,86.5722328154941,90.5722328154941,86.5722328154941
528.409090909091,90.537264945431,86.537264945431,90.537264945431,86.537264945431
534.090909090909,90.5122665566476,86.5122665566476,90.5122665566476,86.5122665566476
539.772727272727,90.4748259853053,86.4748259853053,90.4748259853053,86.4748259853053
545.454545454545,90.4253018228264,86.4253018228264,90.4253018228264,86.4253018228264
551.136363636364,90.363406186024,86.363406186024,90.363406186024,86.363406186024
556.818181818182,90.3044535705941,86.3044535705941,90.3044535705941,86.3044535705941
562.5,90.2607053880183,86.2607053880183,90.2607053880183,86.2607053880183
568.181818181818,90.230075716585,86.230075716585,90.230075716585,86.230075716585
573.863636363636,90.1968362459958,86.1968362459958,90.1968362459958,86.1968362459958
579.545454545455,90.1509448734242,86.1509448734242,90.1509448734242,86.1509448734242
585.227272727273,90.1007783527317,86.1007783527317,90.1007783527317,86.1007783527317
590.909090909091,90.0447479803729,86.0447479803729,90.0447479803729,86.0447479803729
596.590909090909,90.0149278590331,86.0149278590331,90.0149278590331,86.0149278590331
602.272727272727,89.9892372598792,85.9892372598792,89.9892372598792,85.9892372598792
607.954545454545,89.9759726904636,85.9759726904636,89.9759726904636,85.9759726904636
613.636363636364,89.9680493282382,85.9680493282382,89.9680493282382,85.9680493282382
619.318181818182,89.9587016059622,85.9587016059622,89.9587016059622,85.9587016059622
625.0,89.964680443423,85.964680443423,89.964680443423,85.964680443423
630.681818181818,89.9956361099787,85.9956361099787,89.9956361099787,85.9956361099787
636.363636363636,90.0296946284288,86.0296946284288,90.0296946284288,86.0296946284288
642.045454545455,90.0534398632235,86.0534398632235,90.0534398632235,86.0534398632235
647.727272727273,90.0521210347869,86.0521210347869,90.0521210347869,86.0521210347869
653.409090909091,90.0424045407069,86.0424045407069,90.0424045407069,86.0424045407069
659.090909090909,90.0349356938803,86.0349356938803,90.0349356938803,86.0349356938803
664.772727272727,90.0375317964338,86.0375317964338,90.0375317964338,86.0375317964338
670.454545454545,90.0412550823911,86.0412550823911,90.0412550823911,86.0412550823911
676.136363636364,90.0329042945317,86.0329042945317,90.0329042945317,86.0329042945317
681.818181818182,90.0113711342693,86.0113711342693,90.0113711342693,86.0113711342693
687.5,89.9738472349272,85.9738472349272,89.9738472349272,85.9738472349272
693.181818181818,89.9252328197338,85.9252328197338,89.9252328197338,85.9252328197338
698.863636363636,89.8899666220306,85.8899666220306,89.8899666220306,85.8899666220306
704.545454545455,89.8744148484605,85.8744148484605,89.8744148484605,85.8744148484605
710.227272727273,89.8790326082556,85.8790326082556,89.8790326082556,85.8790326082556
715.909090909091,89.9101515062473,85.9101515062473,89.9101515062473,85.9101515062473
721.590909090909,89.9559564627295,85.9559564627295,89.9559564627295,85.9559564627295
727.272727272727,89.9968284116755,85.9968284116755,89.9968284116755,85.9968284116755
732.954545454545,90.0412904565909,86.0412904565909,90.0412904565909,86.0412904565909
738.636363636364,90.0520477038957,86.0520477038957,90.0520477038957,86.0520477038957
744.318181818182,90.0449962388304,86.0449962388304,90.0449962388304,86.0449962388304
750.0,90.0034286554898,86.0034286554898,90.0034286554898,86.0034286554898
755.681818181818,89.9524505683001,85.9524505683001,89.9524505683001,85.9524505683001
761.363636363636,89.895611802917,85.895611802917,89.895611802917,85.895611802917
767.045454545455,89.8478875924681,85.8478875924681,89.8478875924681,85.8478875924681
772.727272727273,89.8087252009226,85.8087252009226,89.8087252009226,85.8087252009226
778.409090909091,89.7644517960289,85.7644517960289,89.7644517960289,85.7644517960289
784.090909090909,89.7175584794907,85.7175584794907,89.7175584794907,85.7175584794907
789.772727272727,89.6736307929706,85.6736307929706,89.6736307929706,85.6736307929706
795.454545454545,89.6247229559618,85.6247229559618,89.6247229559618,85.6247229559618
801.136363636364,89.5956266984036,85.5956266984036,89.5956266984036,85.5956266984036
806.818181818182,89.5678643091138,85.5678643091138,89.5678643091138,85.5678643091138
812.5,89.5406305195078,85.5406305195078,89.5406305195078,85.5406305195078
818.181818181818,89.5004985846634,85.5004985846634,89.5004985846634,85.5004985846634
823.863636363636,89.4557158676619,85.4557158676619,89.4557158676619,85.4557158676619
829.545454545455,89.415977195232,85.415977195232,89.415977195232,85.415977195232
835.227272727273,89.3916960132577,85.3916960132577,89.3916960132577,85.3916960132577
840.909090909091,89.3697830462619,85.3697830462619,89.3697830462619,85.3697830462619
846.590909090909,89.3517783300385,85.3517783300385,89.3517783300385,85.3517783300385
852.272727272727,89.3151398484719,85.3151398484719,89.3151398484719,85.3151398484719
857.954545454545,89.2732482718868,85.2732482718868,89.2732482718868,85.2732482718868
863.636363636364,89.2360456864729,85.2360456864729,89.2360456864729,85.2360456864729
869.318181818182,89.2093293769443,85.2093293769443,89.2093293769443,85.2093293769443
875.0,89.1929406439158,85.1929406439158,89.1929406439158,85.1929406439158
880.681818181818,89.1613553831234,85.1613553831234,89.1613553831234,85.1613553831234
886.363636363636,89.1268069813522,85.1268069813522,89.1268069813522,85.1268069813522
892.045454545455,89.0841467727595,85.0841467727595,89.0841467727595,85.0841467727595
897.727272727273,89.0491483823924,85.0491483823924,89.0491483823924,85.0491483823924
903.409090909091,89.0159424101191,85.0159424101191,89.0159424101191,85.0159424101191
909.090909090909,88.9912877399079,84.9912877399079,88.9912877399079,84.9912877399079
914.772727272727,88.9630441348006,84.9630441348006,88.9630441348006,84.9630441348006
920.454545454545,88.9291663369484,84.9291663369484,88.9291663369484,84.9291663369484
926.136363636364,88.8857175349533,84.8857175349533,88.8857175349533,84.8857175349533
931.818181818182,88.848622812787,84.848622812787,88.848622812787,84.848622812787
937.5,88.8223865693355,84.8223865693355,88.8223865693355,84.8223865693355
943.181818181818,88.8147983967607,84.8147983967607,88.8147983967607,84.8147983967607
948.863636363636,88.7917373624967,84.7917373624967,88.7917373624967,84.7917373624967
954.545454545455,88.7651021815528,84.7651021815528,88.7651021815528,84.7651021815528
960.227272727273,88.7374966443358,84.7374966443358,88.7374966443358,84.7374966443358
965.909090909091,88.7269790528076,84.7269790528076,88.7269790528076,84.7269790528076
971.590909090909,88.7213425605007,84.7213425605007,88.7213425605007,84.7213425605007
977.272727272727,88.7343894564824,84.7343894564824,88.7343894564824,84.7343894564824
982.954545454545,88.7410071108298,84.7410071108298,88.7410071108298,84.7410071108298
988.636363636364,88.7492289112516,84.7492289112516,88.7492289112516,84.7492289112516
994.318181818182,88.7598210899525,84.7598210899525,88.7598210899525,84.7598210899525
1000.0,88.7844552993591,84.7844552993591,88.7844552993591,84.7844552993591
1005.68181818182,88.8217095182619,84.8217095182619,88.8217095182619,84.8217095182619
1011.36363636364,88.8596966615534,84.8596966615534,88.8596966615534,84.8596966615534
1017.04545454545,88.8979630012426,84.8979630012426,88.8979630012426,84.8979630012426
1022.72727272727,88.9276974645066,84.9276974645066,88.9276974645066,84.9276974645066
1028.40909090909,88.9497573240135,84.9497573240135,88.9497573240135,84.9497573240135
1034.09090909091,88.9714828521455,84.9714828521455,88.9714828521455,84.9714828521455
1039.77272727273,88.9998255817615,84.9998255817615,88.9998255817615,84.9998255817615
1045.45454545455,89.0121149475993,85.0121149475993,89.0121149475993,85.0121149475993
1051.13636363636,89.0085630235896,85.0085630235896,89.0085630235896,85.0085630235896
1056.81818181818,88.9925860694703,84.9925860694703,88.9925860694703,84.9925860694703
1062.5,88.9697730713904,84.9697730713904,88.9697730713904,84.9697730713904
1068.18181818182,88.9472395083486,84.9472395083486,88.9472395083486,84.9472395083486
1073.86363636364,88.930606527303,84.930606527303,88.930606527303,84.930606527303
1079.54545454545,88.9070512943492,84.9070512943492,88.9070512943492,84.9070512943492
1085.22727272727,88.8740827608377,84.8740827608377,88.8740827608377,84.8740827608377
1090.90909090909,88.8379723197098,84.8379723197098,88.8379723197098,84.8379723197098
1096.59090909091,88.8092369885339,84.8092369885339,88.8092369885339,84.8092369885339
1102.27272727273,88.7804015647857,84.7804015647857,88.7804015647857,84.7804015647857
1107.95454545455,88.7666911352106,84.7666911352106,88.7666911352106,84.7666911352106
1113.63636363636,88.7542363030112,84.7542363030112,88.7542363030112,84.7542363030112
1119.31818181818,88.7301189532665,84.7301189532665,88.7301189532665,84.7301189532665
1125.0,88.6910636715423,84.6910636715423,88.6910636715423,84.6910636715423
